,animal_type,breed,color,age_upon_outcome,sex_upon_outcome,year,month,day,hour
50,0,3.0,24.0,365,0.0,2016,1,25,1069
51,1,4.0,52.0,730,1.0,2013,12,24,942
52,0,10.0,22.0,1460,4.0,2015,5,22,1126
53,0,10.0,10.0,210,0.0,2015,12,30,996
54,0,17.0,0.0,90,1.0,2017,2,8,1134
55,0,77.0,14.0,30,1.0,2016,6,27,1153
56,2,29.0,51.0,365,3.0,2016,10,5,691
57,1,51.0,5.0,60,1.0,2014,6,2,1066
58,1,4.0,22.0,2,3.0,2017,5,27,824
59,0,5.0,12.0,1095,4.0,2015,8,4,913
60,0,462.0,0.0,365,0.0,2014,7,21,1118
61,0,10.0,32.0,730,0.0,2014,9,27,745
62,0,82.0,8.0,1460,1.0,2015,2,12,976
63,0,10.0,22.0,365,1.0,2016,5,9,704
64,0,135.0,24.0,1825,1.0,2014,4,4,968
65,0,16.0,47.0,60,2.0,2015,7,29,1112
66,0,209.0,46.0,2190,1.0,2013,10,18,1113
67,1,4.0,7.0,60,1.0,2014,12,7,1065
68,1,4.0,52.0,4380,1.0,2015,7,31,1066
69,0,17.0,86.0,2190,1.0,2015,3,23,1070
70,0,17.0,19.0,2555,0.0,2017,7,27,865
71,2,7.0,47.0,730,3.0,2016,3,20,1055
72,0,16.0,87.0,30,4.0,2015,7,23,849
73,0,17.0,12.0,730,4.0,2016,11,4,943
74,1,4.0,7.0,365,3.0,2015,7,13,540
75,1,4.0,15.0,3,2.0,2015,9,23,1040
76,0,2.0,12.0,210,1.0,2015,10,8,986
77,0,90.0,22.0,365,0.0,2016,2,15,0
78,1,21.0,3.0,150,2.0,2014,8,29,540
79,1,4.0,5.0,60,2.0,2016,10,9,807
80,1,4.0,51.0,300,0.0,2018,1,27,951
81,0,159.0,163.0,365,1.0,2016,7,26,1039
82,0,199.0,22.0,1095,0.0,2015,7,26,887
83,1,4.0,15.0,365,1.0,2015,5,22,1087
84,0,403.0,5.0,90,1.0,2014,6,28,1032
85,0,17.0,5.0,730,1.0,2015,4,21,842
86,0,10.0,10.0,2920,1.0,2016,4,7,876
87,0,10.0,9.0,365,4.0,2017,5,14,669
88,0,109.0,32.0,365,0.0,2017,1,28,966
89,0,187.0,12.0,1095,1.0,2014,3,21,783
90,0,351.0,14.0,1825,0.0,2014,11,17,1068
91,0,2.0,18.0,365,1.0,2017,11,9,1085
92,1,4.0,7.0,14,3.0,2015,7,19,865
93,1,4.0,15.0,90,2.0,2014,7,16,540
94,0,,9.0,730,0.0,2017,8,23,1064
95,0,77.0,11.0,365,4.0,2017,8,5,700
96,0,204.0,4.0,2555,2.0,2015,6,29,1028
97,1,107.0,71.0,60,0.0,2017,10,3,893
98,1,44.0,30.0,300,1.0,2016,4,29,1078
99,1,21.0,12.0,730,0.0,2013,12,8,872
100,0,424.0,5.0,1095,0.0,2014,1,6,896
101,0,2.0,6.0,365,0.0,2016,12,31,716
102,0,57.0,14.0,90,0.0,2016,7,4,971
103,0,97.0,32.0,4380,0.0,2016,8,24,760
104,0,155.0,9.0,1095,0.0,2014,11,15,1062
105,0,17.0,11.0,60,1.0,2017,8,30,1133
106,0,16.0,14.0,60,1.0,2015,6,15,1147
107,1,4.0,30.0,365,3.0,2015,5,13,540
108,0,10.0,58.0,365,4.0,2017,9,15,865
109,1,4.0,45.0,1825,4.0,2015,6,21,540
110,2,7.0,6.0,365,3.0,2017,10,24,468
111,0,81.0,5.0,365,0.0,2014,4,1,871
112,1,21.0,7.0,90,0.0,2014,9,3,669
113,1,4.0,52.0,28,2.0,2015,11,16,920
114,1,51.0,3.0,2555,0.0,2015,4,1,780
115,0,60.0,18.0,365,0.0,2015,10,18,1040
116,0,149.0,55.0,365,2.0,2017,7,2,703
117,0,10.0,12.0,4,4.0,2016,5,30,0
118,0,187.0,140.0,365,1.0,2014,9,22,870
119,0,98.0,9.0,1095,1.0,2016,11,28,1161
120,0,98.0,4.0,180,1.0,2016,11,13,1140
121,1,4.0,12.0,1825,0.0,2014,3,29,559
122,0,10.0,5.0,1825,1.0,2015,1,30,759
123,0,69.0,10.0,210,2.0,2017,4,16,1084
124,0,186.0,32.0,2920,0.0,2015,5,3,1161
125,0,240.0,123.0,365,0.0,2016,3,14,983
126,0,243.0,10.0,365,4.0,2017,1,19,902
127,1,4.0,3.0,90,1.0,2015,10,11,945
128,1,44.0,91.0,120,1.0,2017,11,22,876
129,1,4.0,7.0,60,0.0,2014,7,26,1081
130,1,4.0,15.0,21,3.0,2015,9,21,955
131,0,42.0,108.0,730,1.0,2015,7,17,1105
132,0,13.0,11.0,1095,0.0,2016,12,22,1106
133,2,33.0,32.0,28,3.0,2016,6,8,505
134,1,38.0,69.0,365,1.0,2016,5,16,1025
135,1,4.0,48.0,1095,4.0,2016,12,4,540
136,0,146.0,6.0,365,1.0,2016,5,18,1131
137,0,251.0,51.0,2920,0.0,2015,7,17,853
138,0,46.0,12.0,365,0.0,2016,10,19,1037
139,2,7.0,6.0,365,3.0,2014,8,16,518
140,0,2.0,24.0,180,4.0,2017,8,8,590
141,0,17.0,18.0,730,4.0,2014,1,6,927
142,0,10.0,22.0,1825,0.0,2014,11,4,661
143,0,16.0,41.0,730,1.0,2014,8,1,1059
144,0,10.0,5.0,60,1.0,2015,5,5,1127
145,2,7.0,6.0,365,3.0,2016,8,30,504
146,0,412.0,24.0,300,0.0,2013,10,26,1118
147,1,4.0,15.0,14,2.0,2014,3,16,965
148,0,366.0,62.0,730,0.0,2014,12,14,888
149,1,4.0,15.0,60,1.0,2015,8,12,931
150,2,33.0,6.0,365,3.0,2016,3,7,1058
151,0,10.0,5.0,365,2.0,2016,3,8,1062
152,0,24.0,5.0,30,0.0,2017,2,24,1048
153,0,10.0,21.0,365,0.0,2014,4,16,771
154,1,4.0,15.0,330,1.0,2014,3,31,978
155,1,4.0,3.0,730,1.0,2016,5,20,993
156,0,17.0,0.0,150,4.0,2015,6,26,1046
157,0,50.0,12.0,60,0.0,2014,10,19,1031
158,0,2.0,12.0,1825,0.0,2015,12,5,1076
159,0,5.0,89.0,1095,0.0,2014,12,10,1092
160,0,81.0,31.0,30,4.0,2015,10,10,795
161,0,17.0,35.0,1460,0.0,2017,4,14,1152
162,1,38.0,38.0,30,2.0,2017,6,13,951
163,1,4.0,7.0,21,2.0,2015,9,1,754
164,0,2.0,58.0,365,0.0,2016,6,10,832
165,1,4.0,3.0,21,4.0,2016,9,28,829
166,1,4.0,7.0,270,2.0,2013,10,26,948
167,0,159.0,182.0,730,0.0,2016,12,14,1047
168,1,4.0,16.0,30,0.0,2014,11,14,1060
169,1,4.0,16.0,365,1.0,2015,10,17,1193
170,1,4.0,3.0,14,3.0,2016,4,21,1022
171,1,1046.0,7.0,730,4.0,2015,3,30,1120
172,0,10.0,22.0,1460,2.0,2013,12,6,1115
173,0,,10.0,60,1.0,2014,7,12,1188
174,1,21.0,7.0,21,3.0,2016,5,22,1070
175,1,4.0,5.0,4015,1.0,2017,11,4,952
176,0,2.0,112.0,365,0.0,2013,10,11,718
177,0,57.0,192.0,730,1.0,2015,1,17,615
178,0,10.0,0.0,365,1.0,2016,9,24,927
179,0,89.0,112.0,1095,1.0,2016,5,5,764
180,1,4.0,73.0,60,0.0,2015,12,1,488
181,1,4.0,7.0,730,2.0,2015,8,29,540
182,0,17.0,10.0,365,1.0,2017,5,28,786
183,1,4.0,3.0,730,1.0,2017,5,30,592
184,1,4.0,7.0,3650,0.0,2016,11,26,866
185,0,41.0,5.0,730,0.0,2016,6,26,1034
186,2,33.0,6.0,180,3.0,2015,4,28,587
187,1,4.0,52.0,14,2.0,2014,4,3,955
188,0,258.0,2.0,730,1.0,2014,2,3,765
189,0,3.0,6.0,365,0.0,2017,4,8,1016
190,1,21.0,30.0,60,0.0,2014,11,30,892
191,0,128.0,21.0,730,2.0,2014,7,2,674
192,1,4.0,12.0,120,1.0,2016,10,23,1054
193,0,37.0,14.0,240,1.0,2013,11,10,842
194,1,4.0,12.0,21,4.0,2015,9,13,740
195,1,4.0,3.0,365,0.0,2016,6,13,866
196,0,159.0,24.0,365,0.0,2014,6,26,912
197,1,305.0,3.0,3285,0.0,2014,2,5,968
198,1,4.0,12.0,150,0.0,2016,3,20,754
199,0,10.0,0.0,730,0.0,2016,12,18,831
200,0,10.0,10.0,730,1.0,2016,1,13,543
201,2,29.0,47.0,365,3.0,2015,1,24,927
202,1,4.0,15.0,730,1.0,2017,5,27,887
203,1,4.0,12.0,365,1.0,2016,9,26,853
204,1,4.0,3.0,60,1.0,2014,5,25,1095
205,0,139.0,12.0,2555,0.0,2014,2,27,964
206,1,4.0,7.0,365,2.0,2015,7,25,540
207,0,77.0,14.0,5110,0.0,2017,6,5,911
208,0,132.0,2.0,1095,0.0,2016,11,20,1040
209,0,17.0,14.0,730,1.0,2015,12,6,1100
210,2,170.0,129.0,7,3.0,2017,3,7,812
211,0,10.0,5.0,730,1.0,2017,12,15,710
212,0,17.0,5.0,730,0.0,2018,1,15,643
213,1,4.0,3.0,120,1.0,2017,10,31,687
214,0,2.0,12.0,365,0.0,2017,11,16,1091
215,0,238.0,24.0,240,0.0,2017,8,8,569
216,2,33.0,32.0,365,3.0,2016,10,31,911
217,0,210.0,21.0,2190,2.0,2016,11,18,840
218,1,4.0,12.0,0,3.0,2017,5,15,1159
219,0,10.0,13.0,1825,1.0,2014,6,6,686
220,1,4.0,3.0,2190,0.0,2015,12,25,1159
221,1,4.0,12.0,365,1.0,2015,9,30,726
222,0,10.0,13.0,1460,4.0,2016,5,6,1125
223,1,4.0,7.0,60,0.0,2017,5,26,716
224,1,184.0,3.0,3650,0.0,2017,6,16,721
225,0,10.0,22.0,730,1.0,2017,10,8,786
226,2,,6.0,365,3.0,2015,7,15,807
227,1,4.0,12.0,30,2.0,2014,8,24,863
228,0,17.0,10.0,730,1.0,2014,9,3,1053
229,0,42.0,43.0,60,2.0,2014,11,2,763
230,0,42.0,113.0,3285,1.0,2015,5,29,787
231,0,1211.0,55.0,365,2.0,2016,8,19,1151
232,1,107.0,207.0,7,2.0,2017,9,20,886
233,1,4.0,3.0,60,0.0,2015,6,20,1140
234,0,10.0,22.0,1460,2.0,2017,6,14,799
235,0,72.0,6.0,365,1.0,2017,12,9,768
236,0,121.0,5.0,365,1.0,2018,1,22,1041
237,0,777.0,14.0,60,1.0,2016,4,24,1024
238,0,2.0,6.0,1460,1.0,2016,10,8,943
239,0,17.0,12.0,300,1.0,2015,10,18,1103
240,2,76.0,2.0,365,3.0,2017,6,19,872
241,1,4.0,17.0,21,2.0,2014,5,10,1064
242,2,29.0,97.0,730,4.0,2014,3,5,1023
243,1,4.0,12.0,60,0.0,2015,8,22,708
244,0,90.0,21.0,730,1.0,2014,4,19,1035
245,0,121.0,44.0,1095,1.0,2013,10,26,698
246,0,274.0,5.0,365,0.0,2016,7,24,1112
247,0,25.0,12.0,365,0.0,2016,7,31,1080
248,0,77.0,14.0,2920,1.0,2016,1,13,715
249,0,17.0,42.0,730,1.0,2014,5,20,1119
250,1,4.0,22.0,4745,0.0,2016,10,25,775
251,0,1.0,13.0,1095,0.0,2015,4,22,1146
252,0,2.0,6.0,60,1.0,2017,7,13,982
253,1,21.0,255.0,120,2.0,2017,9,8,1159
254,0,17.0,18.0,3650,1.0,2018,1,31,1145
255,0,134.0,10.0,150,1.0,2016,3,28,691
256,0,77.0,14.0,1095,0.0,2014,9,23,766
257,0,93.0,14.0,2920,1.0,2013,12,5,776
258,1,4.0,15.0,30,2.0,2017,6,8,794
259,0,10.0,22.0,365,1.0,2017,7,2,765
260,0,37.0,9.0,365,1.0,2014,1,8,1019
261,0,17.0,14.0,1,4.0,2014,1,30,1044
262,0,2.0,12.0,1825,1.0,2014,11,23,874
263,1,4.0,3.0,90,0.0,2017,1,7,879
264,0,10.0,11.0,730,1.0,2017,1,29,1073
265,0,16.0,24.0,210,1.0,2014,11,15,1022
266,0,24.0,146.0,365,0.0,2014,1,2,1119
267,0,10.0,24.0,730,0.0,2014,4,17,710
268,1,4.0,52.0,730,1.0,2016,11,21,540
269,0,16.0,5.0,60,0.0,2016,6,16,1182
270,0,57.0,10.0,4380,1.0,2014,9,18,721
271,1,4.0,73.0,14,3.0,2016,4,22,976
272,1,4.0,52.0,90,1.0,2017,9,17,1086
273,0,299.0,9.0,2555,0.0,2015,11,29,892
274,0,17.0,18.0,1095,4.0,2017,2,3,982
275,0,55.0,24.0,300,1.0,2016,9,1,1142
276,1,4.0,97.0,90,3.0,2018,1,28,1139
277,3,68.0,12.0,14,4.0,2016,10,13,988
278,2,33.0,47.0,365,3.0,2015,3,16,785
279,1,38.0,69.0,150,2.0,2014,8,28,540
280,3,656.0,9.0,730,4.0,2014,5,6,1120
281,1,4.0,17.0,21,3.0,2015,5,29,1131
282,1,4.0,30.0,4,3.0,2016,4,23,1148
283,0,5.0,47.0,365,1.0,2017,8,18,1020
284,1,4.0,5.0,365,1.0,2016,3,20,758
285,1,4.0,3.0,90,0.0,2014,6,26,539
286,1,4.0,96.0,3650,1.0,2017,8,6,785
287,0,1680.0,35.0,210,0.0,2015,10,27,826
288,1,4.0,98.0,60,0.0,2017,7,2,748
289,2,7.0,6.0,150,3.0,2014,7,7,844
290,0,45.0,329.0,180,0.0,2014,1,11,1028
291,0,43.0,42.0,365,0.0,2013,12,23,738
292,1,4.0,3.0,14,3.0,2015,7,4,939
293,0,338.0,4.0,1825,0.0,2014,10,22,861
294,1,4.0,15.0,365,1.0,2017,6,7,0
295,0,17.0,11.0,120,0.0,2016,8,26,728
296,0,75.0,8.0,300,1.0,2014,3,12,1045
297,1,38.0,152.0,365,2.0,2016,11,15,540
298,1,4.0,103.0,7,3.0,2016,5,22,843
299,1,4.0,3.0,14,4.0,2014,8,18,865
300,1,4.0,48.0,7,3.0,2016,8,13,975
301,1,4.0,103.0,21,4.0,2016,7,21,744
302,0,128.0,22.0,365,0.0,2015,7,5,1061
303,0,909.0,80.0,730,1.0,2014,8,19,708
304,1,4.0,5.0,365,3.0,2015,3,11,540
305,1,4.0,91.0,180,2.0,2015,10,7,540
306,0,3.0,44.0,1460,1.0,2015,9,30,1110
307,0,132.0,5.0,365,1.0,2015,11,6,1057
308,1,4.0,12.0,365,0.0,2016,2,9,991
309,1,21.0,30.0,1095,0.0,2017,7,5,1172
310,0,3.0,79.0,90,0.0,2016,5,7,1079
311,1,4.0,16.0,60,1.0,2014,6,27,714
312,0,46.0,49.0,730,1.0,2014,5,6,1100
313,0,17.0,10.0,730,0.0,2015,6,28,1004
314,1,4.0,52.0,60,1.0,2017,7,5,1079
315,0,461.0,47.0,120,1.0,2014,2,14,1011
316,1,4.0,3.0,270,4.0,2015,11,25,1219
317,1,4.0,12.0,2920,0.0,2017,5,11,998
318,1,4.0,7.0,60,0.0,2014,7,13,1062
319,3,395.0,201.0,365,3.0,2016,5,21,707
320,2,580.0,89.0,240,1.0,2013,12,13,1007
321,0,37.0,14.0,2920,4.0,2017,7,26,1061
322,0,3.0,8.0,1095,1.0,2016,10,6,1102
323,1,4.0,16.0,30,4.0,2015,9,11,836
324,0,57.0,24.0,730,1.0,2016,9,27,1016
325,0,2.0,9.0,60,2.0,2017,10,4,942
326,0,17.0,12.0,5110,0.0,2016,11,8,1055
327,0,828.0,45.0,730,1.0,2015,2,4,752
328,0,10.0,127.0,1095,0.0,2014,7,2,843
329,1,4.0,16.0,60,1.0,2015,6,3,710
330,1,4.0,30.0,60,2.0,2014,3,2,885
331,1,4.0,16.0,60,0.0,2014,7,27,736
332,1,21.0,12.0,3,4.0,2017,8,29,0
333,1,4.0,73.0,365,0.0,2015,6,23,819
334,0,17.0,4.0,120,1.0,2017,10,5,1105
335,0,32.0,10.0,3650,1.0,2017,5,15,773
336,2,33.0,32.0,28,3.0,2016,6,8,503
337,2,170.0,129.0,4,3.0,2014,3,24,1132
338,1,21.0,7.0,4380,0.0,2014,8,5,1059
339,1,21.0,73.0,365,0.0,2016,3,31,1112
340,1,4.0,16.0,730,4.0,2014,6,17,540
341,0,401.0,28.0,730,1.0,2014,2,16,753
342,1,4.0,7.0,270,3.0,2014,7,21,540
343,0,10.0,10.0,365,0.0,2015,7,19,678
344,1,4.0,30.0,14,4.0,2015,7,3,839
345,0,105.0,10.0,365,0.0,2014,12,28,862
346,0,139.0,10.0,730,0.0,2016,5,24,940
347,0,155.0,85.0,30,1.0,2014,3,23,688
348,0,707.0,9.0,5110,0.0,2014,6,23,702
349,1,4.0,16.0,60,0.0,2015,9,4,953
350,0,17.0,8.0,1095,1.0,2015,4,4,847
351,0,10.0,22.0,1095,4.0,2017,10,14,888
352,0,60.0,9.0,1460,4.0,2014,8,12,737
353,1,4.0,5.0,7,3.0,2014,6,20,679
354,0,851.0,10.0,1095,4.0,2016,6,15,678
355,0,2.0,10.0,365,0.0,2014,1,16,1084
356,0,53.0,4.0,2190,0.0,2015,9,25,1066
357,0,17.0,10.0,60,4.0,2013,11,2,738
358,1,21.0,5.0,90,1.0,2014,12,22,1130
359,0,132.0,45.0,4015,0.0,2017,9,18,711
360,0,,0.0,60,0.0,2014,5,29,1132
361,1,4.0,3.0,14,3.0,2015,9,12,868
362,1,4.0,2.0,240,3.0,2014,8,9,540
363,1,4.0,3.0,60,2.0,2017,5,28,937
364,0,17.0,2.0,1095,0.0,2015,6,30,789
365,1,4.0,17.0,120,4.0,2015,12,23,819
366,1,4.0,5.0,90,0.0,2015,11,9,1037
367,0,82.0,32.0,1460,2.0,2015,6,20,0
368,1,4.0,3.0,14,4.0,2016,11,1,1162
369,1,4.0,3.0,14,3.0,2015,8,6,871
370,1,21.0,3.0,60,0.0,2016,6,10,1122
371,2,33.0,4.0,28,3.0,2015,6,12,475
372,0,2.0,12.0,60,2.0,2017,12,23,1049
373,1,4.0,7.0,60,1.0,2016,4,16,1089
374,1,4.0,109.0,30,1.0,2017,5,29,925
375,0,924.0,28.0,120,4.0,2014,11,16,779
376,1,4.0,,730,0.0,2016,5,19,1170
377,0,10.0,17.0,1460,1.0,2017,12,23,744
378,1,4.0,5.0,120,0.0,2017,12,10,1104
379,1,4.0,36.0,365,0.0,2017,4,9,540
380,1,4.0,2.0,30,2.0,2015,11,23,843
381,0,2.0,81.0,2555,1.0,2017,5,26,1080
382,0,2.0,0.0,60,0.0,2016,9,21,1196
383,1,4.0,2.0,30,4.0,2016,5,28,1020
384,1,4.0,5.0,365,0.0,2015,3,29,846
385,1,4.0,30.0,60,0.0,2016,10,29,939
386,2,367.0,28.0,365,3.0,2014,2,22,542
387,0,308.0,4.0,730,1.0,2014,1,5,1084
388,0,313.0,4.0,365,4.0,2017,11,30,537
389,1,4.0,5.0,30,4.0,2013,10,2,561
390,0,17.0,5.0,3650,2.0,2015,4,5,712
391,0,17.0,6.0,1460,0.0,2015,9,20,843
392,1,4.0,12.0,60,2.0,2015,7,11,908
393,1,51.0,12.0,4745,0.0,2014,11,21,508
394,0,769.0,35.0,60,0.0,2014,8,12,1076
395,1,4.0,5.0,30,4.0,2017,6,17,1021
396,1,106.0,336.0,1095,1.0,2016,2,7,0
397,1,4.0,16.0,730,4.0,2015,5,19,540
398,1,4.0,7.0,730,4.0,2016,6,17,801
399,0,112.0,2.0,1095,4.0,2014,4,22,681
400,1,4.0,17.0,60,1.0,2016,9,21,1061
401,1,4.0,5.0,150,2.0,2015,10,10,540
402,1,51.0,7.0,21,4.0,2014,5,30,877
403,0,10.0,22.0,730,1.0,2013,12,1,796
404,1,4.0,12.0,1095,0.0,2017,5,8,571
405,0,10.0,22.0,90,1.0,2014,8,18,1106
406,1,4.0,48.0,3,2.0,2014,5,4,832
407,1,4.0,3.0,30,2.0,2015,6,6,1139
408,0,60.0,9.0,365,0.0,2014,6,22,1100
409,1,4.0,3.0,14,4.0,2014,7,18,843
410,1,4.0,31.0,90,4.0,2017,9,8,1112
411,1,4.0,12.0,1825,1.0,2017,4,26,836
412,0,134.0,131.0,60,0.0,2016,4,16,1065
413,0,49.0,193.0,730,1.0,2014,2,14,903
414,0,60.0,5.0,1460,0.0,2017,10,17,682
415,0,10.0,12.0,730,0.0,2015,10,9,1098
416,0,8.0,50.0,2920,0.0,2016,11,5,553
417,0,10.0,22.0,365,0.0,2013,10,24,892
418,1,4.0,37.0,90,1.0,2017,10,12,379
419,0,10.0,9.0,730,4.0,2017,9,22,689
420,1,4.0,16.0,90,4.0,2015,7,26,540
421,0,10.0,22.0,730,4.0,2017,9,16,1086
422,1,4.0,91.0,120,1.0,2014,8,25,908
423,1,4.0,48.0,365,3.0,2017,2,16,540
424,1,4.0,3.0,28,2.0,2014,11,14,552
425,1,21.0,5.0,3650,1.0,2017,5,30,608
426,0,60.0,20.0,730,1.0,2014,2,4,724
427,1,4.0,52.0,90,1.0,2015,8,31,957
428,0,42.0,24.0,2190,1.0,2016,7,29,685
429,1,4.0,7.0,365,1.0,2017,1,28,971
430,0,17.0,11.0,730,1.0,2016,8,26,736
431,1,4.0,7.0,300,1.0,2017,2,11,869
432,1,4.0,73.0,365,1.0,2016,11,21,540
433,1,38.0,38.0,60,1.0,2014,9,27,959
434,0,39.0,0.0,365,4.0,2014,1,3,876
435,1,4.0,3.0,90,0.0,2015,11,23,1129
436,0,2.0,112.0,90,2.0,2014,6,16,722
437,0,17.0,10.0,2190,0.0,2018,1,3,985
438,1,21.0,7.0,730,4.0,2014,6,4,1131
439,1,122.0,17.0,60,0.0,2017,6,14,513
440,1,51.0,30.0,60,0.0,2014,1,20,1122
441,1,4.0,12.0,240,1.0,2016,3,3,0
442,0,57.0,167.0,210,2.0,2016,6,10,888
443,2,33.0,6.0,365,3.0,2016,4,4,598
444,1,4.0,91.0,14,2.0,2017,8,28,1146
445,0,223.0,11.0,60,1.0,2015,11,3,1055
446,1,4.0,9.0,1,4.0,2014,5,13,893
447,1,4.0,3.0,60,2.0,2015,7,5,986
448,1,51.0,12.0,60,1.0,2014,8,19,836
449,1,21.0,36.0,365,0.0,2014,3,26,723
450,0,5.0,89.0,60,0.0,2014,4,11,1093
451,0,53.0,8.0,90,0.0,2017,1,22,1058
452,0,57.0,6.0,28,4.0,2016,5,21,1147
453,1,4.0,91.0,365,1.0,2017,8,6,892
454,0,2.0,5.0,60,1.0,2017,7,24,1136
455,0,17.0,14.0,2190,0.0,2013,10,26,632
456,1,4.0,12.0,21,4.0,2016,9,22,1184
457,0,43.0,5.0,1825,1.0,2016,4,25,871
458,0,5.0,89.0,365,0.0,2014,2,28,991
459,0,3.0,89.0,60,1.0,2015,3,3,1012
460,0,3.0,28.0,1095,0.0,2017,4,10,1058
461,0,1054.0,9.0,3650,1.0,2015,8,6,697
462,0,5.0,8.0,150,4.0,2017,9,14,719
463,1,4.0,3.0,60,1.0,2017,8,16,1043
464,0,132.0,11.0,270,4.0,2017,9,26,1081
465,1,4.0,48.0,1825,1.0,2015,7,25,722
466,0,98.0,55.0,30,2.0,2017,3,11,522
467,0,17.0,12.0,730,1.0,2014,12,18,1098
468,0,816.0,9.0,730,1.0,2017,9,29,1044
469,1,4.0,48.0,14,4.0,2017,3,19,1080
470,0,50.0,141.0,30,0.0,2016,6,2,1111
471,0,477.0,14.0,1825,1.0,2015,1,31,1122
472,0,17.0,0.0,730,0.0,2016,1,13,559
473,1,4.0,22.0,21,4.0,2015,5,23,942
474,1,4.0,73.0,0,3.0,2014,5,13,800
475,1,4.0,5.0,365,4.0,2017,1,25,972
476,0,17.0,5.0,240,1.0,2017,10,9,1051
477,1,296.0,265.0,365,1.0,2014,4,16,919
478,2,29.0,86.0,365,3.0,2014,3,9,933
479,1,4.0,16.0,60,2.0,2014,7,8,925
480,1,4.0,5.0,60,0.0,2016,6,8,1176
481,0,93.0,5.0,1095,0.0,2013,10,12,1067
482,0,2.0,5.0,730,0.0,2017,10,25,976
483,0,2.0,5.0,240,0.0,2016,11,18,1041
484,1,21.0,191.0,60,0.0,2013,12,4,767
485,0,10.0,5.0,1460,2.0,2016,7,4,898
486,1,4.0,16.0,90,0.0,2017,3,8,1286
487,1,4.0,16.0,60,0.0,2017,8,26,664
488,1,4.0,16.0,60,0.0,2015,12,16,924
489,0,10.0,10.0,210,0.0,2017,7,8,820
490,0,90.0,58.0,730,2.0,2015,9,5,862
491,1,4.0,3.0,3285,0.0,2014,1,19,1027
492,0,15.0,5.0,730,1.0,2013,12,8,942
493,0,163.0,10.0,2555,1.0,2015,4,14,1060
494,0,603.0,19.0,365,1.0,2015,4,7,1088
495,0,17.0,14.0,730,0.0,2016,10,7,1161
496,1,4.0,15.0,60,1.0,2017,7,1,851
497,0,88.0,18.0,30,1.0,2017,1,6,1061
498,0,45.0,50.0,365,0.0,2015,5,18,732
499,1,4.0,5.0,365,0.0,2017,2,4,1106
500,1,4.0,15.0,1825,1.0,2015,8,8,714
501,1,21.0,16.0,60,0.0,2015,12,1,1062
502,0,3.0,6.0,4745,4.0,2016,2,18,640
503,0,60.0,9.0,3650,0.0,2016,5,26,621
